entrez	symbol	chr_pos	full_name	probe_id	ENST
53632	PRKAG3	2q35	protein kinase, AMP-activated, gamma 3 non-catalytic subunit	2599580	ENST00000233944
53635	PTOV1	19q13.33	prostate tumor overexpressed 1	3839006	ENST00000391842
53637	S1PR5	19p13.2	sphingosine-1-phosphate receptor 5	3850406	ENST00000333430
53820	DSCR6	21q22.2	Down syndrome critical region gene 6	3920367	ENST00000329553
53822	FXYD7	19q13.12	FXYD domain containing ion transport regulator 7	3830205	ENST00000270310
53826	FXYD6	11q23.3	FXYD domain containing ion transport regulator 6	3393479	ENST00000260282
53827	FXYD5	19q13.12	FXYD domain containing ion transport regulator 5	3830216	ENST00000342879
53828	FXYD4	10q11.21	FXYD domain containing ion transport regulator 4	3244008	ENST00000458363
53829	P2RY13	3q24	purinergic receptor P2Y, G-protein coupled, 13	2701071	ENST00000325602
53831	GPR84	12q13.13	G protein-coupled receptor 84	3456688	ENST00000267015
53832	IL20RA	6q23.3	interleukin 20 receptor, alpha	2976041	ENST00000316649
53833	IL20RB	3q22.3	interleukin 20 receptor beta	2644202	ENST00000329582
53834	FGFRL1	4p16	fibroblast growth factor receptor-like 1	2714465	ENST00000398484
53836	GPR87	3q24	G protein-coupled receptor 87	2701049	ENST00000260843
53838	C11orf24	11q13	chromosome 11 open reading frame 24	3379452	ENST00000304271
53841	CDHR5	11p15.5	cadherin-related family member 5	3358201	ENST00000397542
53904	MYO3A	10p11.1	myosin IIIA	3239584	ENST00000265944
53905	DUOX1	15q15.3	dual oxidase 1	3592214	ENST00000321429
53916	RAB4B	19q13.2	RAB4B, member RAS oncogene family	3833793	ENST00000357052
53917	RAB24	5q35.3	RAB24, member RAS oncogene family	2888648	ENST00000303251
53919	SLCO1C1	12p12.2	solute carrier organic anion transporter family, member 1C1	3407583	ENST00000381552
53938	PPIL3	2q33.1	peptidylprolyl isomerase (cyclophilin)-like 3	2594535	ENST00000234288
53940	FTHL17	Xp21	ferritin, heavy polypeptide-like 17	4004035	ENST00000359202
53942	CNTN5	11q21-q22.2	contactin 5	3345940	ENST00000279463
53944	CSNK1G1	15q22.1-q22.31	casein kinase 1, gamma 1	3629012	NA
53947	A4GALT	22q13.2	alpha 1,4-galactosyltransferase	3962578	ENST00000401850
53981	CPSF2	14q31.1	cleavage and polyadenylation specific factor 2, 100kDa	3548788	ENST00000298875
54014	BRWD1	21q22.2	bromodomain and WD repeat domain containing 1	3932148	ENST00000342449
54020	SLC37A1	21q22.3	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	3922664	ENST00000398341
54033	RBM11	21q11	RNA binding motif protein 11	3914771	ENST00000330599
54039	PCBP3	21q22.3	poly(rC) binding protein 3	3924254	ENST00000400314
54058	C21orf58	21q22.3	chromosome 21 open reading frame 58	3935374	ENST00000291691
54065	FAM165B	21q22.12	family with sequence similarity 165, member B	3919124	ENST00000399295
54069	C21orf45	21q22.11	chromosome 21 open reading frame 45	3929038	ENST00000290130
54072	NCRNA00158	21q21.3	non-protein coding RNA 158	3927081	NA
54084	C21orf29	21q22.3	chromosome 21 open reading frame 29	3934529	ENST00000323084
54093	SETD4	21q22.13	SET domain containing 4	3930781	ENST00000399215
54097	FAM3B	21q22.3	family with sequence similarity 3, member B	3921992	ENST00000357985
54101	RIPK4	21q22.3	receptor-interacting serine-threonine kinase 4	3933205	ENST00000332512
54102	CLIC6	21q22.12	chloride intracellular channel 6	3919278	ENST00000349499
54106	TLR9	3p21.3	toll-like receptor 9	2675998	ENST00000360658
54107	POLE3	9q33	polymerase (DNA directed), epsilon 3 (p17 subunit)	3221646	ENST00000374171
54108	CHRAC1	8q24.3	chromatin accessibility complex 1	3118451	ENST00000220913
54112	GPR88	1p21.3	G protein-coupled receptor 88	2348962	ENST00000315033
54143	C21orf74	21q21.1	chromosome 21 open reading frame 74	3916138	NA
54148	MRPL39	21q21.3	mitochondrial ribosomal protein L39	3927105	ENST00000307301
54149	C21orf91	21q21.1	chromosome 21 open reading frame 91	3926138	ENST00000284881
54165	DCUN1D1	3q26.3	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	2707764	ENST00000292782
54187	NANS	9p24.1-p23	N-acetylneuraminic acid synthase	3181460	ENST00000210444
54205	CYCS	7p15.3	cytochrome c, somatic	3042001	ENST00000305786
54206	ERRFI1	1p36	ERBB receptor feedback inhibitor 1	2395177	ENST00000377482
54207	KCNK10	14q31.3	potassium channel, subfamily K, member 10	3575241	ENST00000340700
54209	TREM2	6p21.1	triggering receptor expressed on myeloid cells 2	2953501	ENST00000373113
54210	TREM1	6p21.1	triggering receptor expressed on myeloid cells 1	2953570	ENST00000244709
54212	SNTG1	8q11-q12	syntrophin, gamma 1	3097701	ENST00000338349
54328	GPR173	Xp11	G protein-coupled receptor 173	3978155	ENST00000332582
54329	GPR85	7q31	G protein-coupled receptor 85	3068587	ENST00000297146
54331	GNG2	14q21	guanine nucleotide binding protein (G protein), gamma 2	3535628	ENST00000335281
54332	GDAP1	8q21.11	ganglioside-induced differentiation-associated protein 1	3103607	ENST00000220822
54344	DPM3	1q22	dolichyl-phosphate mannosyltransferase polypeptide 3	2437086	ENST00000368399
54345	SOX18	20q13.33	SRY (sex determining region Y)-box 18	3914286	ENST00000340356
54346	UNC93A	6q27	unc-93 homolog A (C. elegans)	2936731	ENST00000230256
54360	CYTL1	4p16-p15	cytokine-like 1	2758870	ENST00000307746
54361	WNT4	1p36.23-p35.1	wingless-type MMTV integration site family, member 4	2401018	ENST00000290167
54363	HAO1	20p12	hydroxyacid oxidase (glycolate oxidase) 1	3896932	ENST00000378789
54386	TERF2IP	16q23.1	telomeric repeat binding factor 2, interacting protein	3669092	ENST00000300086
54407	SLC38A2	12q	solute carrier family 38, member 2	3452323	ENST00000256689
54413	NLGN3	Xq13.1	neuroligin 3	3980835	ENST00000358741
54414	SIAE	11q24	sialic acid acetylesterase	3396003	ENST00000263593
54429	TAS2R5	7q31.3-q32	taste receptor, type 2, member 5	3027961	ENST00000247883
54431	DNAJC10	2q32.1	DnaJ (Hsp40) homolog, subfamily C, member 10	2518583	ENST00000264065
54432	YIPF1	1p33-p32.1	Yip1 domain family, member 1	2413484	ENST00000072644
54433	GAR1	4q25	GAR1 ribonucleoprotein homolog (yeast)	2739242	ENST00000226796
54434	SSH1	12q24.11	slingshot homolog 1 (Drosophila)	3470597	ENST00000326495
54435	HCG4	6p21.3	HLA complex group 4	2948024	NA
54436	SH3TC1	4p16.1	SH3 domain and tetratricopeptide repeats 1	2717593	ENST00000245105
54437	SEMA5B	3q21.1	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	2692199	ENST00000357599
54438	GFOD1	6pter-p22.1	glucose-fructose oxidoreductase domain containing 1	2942363	ENST00000379287
54439	RBM27	5q32	RNA binding motif protein 27	2834025	ENST00000265271
54440	SASH3	Xq26	SAM and SH3 domain containing 3	3990512	ENST00000356892
54442	KCTD5	16p13.3	potassium channel tetramerisation domain containing 5	3645204	ENST00000301738
54443	ANLN	7p15-p14	anillin, actin binding protein	2997376	ENST00000265748
54453	RIN2	20p11.22	Ras and Rab interactor 2	3878836	ENST00000255006
54454	ATAD2B	2p24.1-p23.3	ATPase family, AAA domain containing 2B	2544012	ENST00000238789
54455	FBXO42	1p36.23-p36.11	F-box protein 42	2398073	ENST00000375592
54456	MOV10L1	22q13.33	Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)	3950522	ENST00000262794
54457	TAF7L	Xq22.1	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	4015661	ENST00000356784
54458	PRR13	12q12	proline rich 13	3416019	ENST00000429243
54460	MRPS21	1q21	mitochondrial ribosomal protein S21	2358153	ENST00000369084
54461	FBXW5	9q34.3	F-box and WD repeat domain containing 5	3230530	ENST00000325285
54462	FAM190B	10q23.1	family with sequence similarity 190, member B	3255402	ENST00000224756
54463	FAM134B	5p15.1	family with sequence similarity 134, member B	2849992	ENST00000306320
54464	XRN1	3q23	5'-3' exoribonuclease 1	2698738	ENST00000264951
54465	ETAA1	2p14	Ewing tumor-associated antigen 1	2486520	ENST00000272342
54466	SPIN2A	Xp11.1	spindlin family, member 2A	4010252	ENST00000374908
54468	MIOS	7p21.3	missing oocyte, meiosis regulator, homolog (Drosophila)	2989493	ENST00000340080
54469	ZFAND6	15q25.1	zinc finger, AN1-type domain 6	3603884	ENST00000261749
54470	ARMCX6	Xq21.33-q22.3	armadillo repeat containing, X-linked 6	4015838	ENST00000361910
54471	SMCR7L	22q13	Smith-Magenis syndrome chromosome region, candidate 7-like	3945877	ENST00000325301
54472	TOLLIP	11p15.5	toll interacting protein	3358742	ENST00000317204
54474	KRT20	17q21.2	keratin 20	3756566	ENST00000167588
54475	NLE1	17q12	notchless homolog 1 (Drosophila)	3753452	ENST00000360831
54476	RNF216	7p22.1	ring finger protein 216	3036985	ENST00000425013
54477	PLEKHA5	12p12	pleckstrin homology domain containing, family A member 5	3407096	ENST00000355397
54478	FAM64A	17p13.2	family with sequence similarity 64, member A	3707950	ENST00000308855
54480	CHPF2	7q36.1	chondroitin polymerizing factor 2	3031967	ENST00000463723
54482	CCDC76	1p21.2	coiled-coil domain containing 76	2348792	ENST00000370141
54487	DGCR8	22q11.2	DiGeorge syndrome critical region gene 8	3937183	ENST00000351989
54490	UGT2B28	4q13.2	UDP glucuronosyltransferase 2 family, polypeptide B28	2730021	ENST00000335568
54491	FAM105A	5p15.2	family with sequence similarity 105, member A	2802696	ENST00000274217
54494	C11orf71	11q23.2	chromosome 11 open reading frame 71	3392044	ENST00000325636
54495	TMX3	18q22	thioredoxin-related transmembrane protein 3	3812206	ENST00000299608
54496	PRMT7	16q22.1	protein arginine methyltransferase 7	3666189	ENST00000339507
54498	SMOX	20p13	spermine oxidase	3874636	ENST00000379460
54499	TMCO1	1q22-q25	transmembrane and coiled-coil domains 1	2442134	ENST00000367881
54502	RBM47	4p14	RNA binding motif protein 47	2766788	ENST00000295971
54503	ZDHHC13	11p15.1	zinc finger, DHHC-type containing 13	3322958	ENST00000446113
54504	CPVL	7p15.1	carboxypeptidase, vitellogenic-like	3043648	ENST00000409850
54505	DHX29	5q11.2	DEAH (Asp-Glu-Ala-His) box polypeptide 29	2857131	ENST00000251636
54507	ADAMTSL4	1q21.3	ADAMTS-like 4	2358393	NA
54508	FLJ11235	5q22.2	hypothetical FLJ11235	2824144	NA
54510	PCDH18	4q31	protocadherin 18	4047493	ENST00000344876
54511	HMGCLL1	6p12.1	3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1	2958117	ENST00000398661
54512	EXOSC4	8q24.3	exosome component 4	3120008	ENST00000316052
54514	DDX4	5p15.2-p13.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	2810015	ENST00000505374
54516	MTRF1L	6q25-q26	mitochondrial translational release factor 1-like	2980258	ENST00000367233
54517	PUS7	7q22.3	pseudouridylate synthase 7 homolog (S. cerevisiae)	3066436	ENST00000356362
54518	APBB1IP	10p12.1	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	3239760	ENST00000376236
54520	CCDC93	2q14.1	coiled-coil domain containing 93	2572595	ENST00000376300
54521	WDR44	Xq24	WD repeat domain 44	3988365	ENST00000254029
54522	ANKRD16	10p15.1	ankyrin repeat domain 16	3275611	ENST00000380094
54529	ASNSD1	2p24.3-q21.3	asparagine synthetase domain containing 1	2519860	ENST00000260952
54531	MIER2	19p13.3	mesoderm induction early response 1, family member 2	3844486	ENST00000264819
54532	USP53	4q26	ubiquitin specific peptidase 53	2741236	ENST00000274030
54534	MRPL50	9q31.1	mitochondrial ribosomal protein L50	3218067	ENST00000374865
54535	CCHCR1	6p21.3	coiled-coil alpha-helical rod protein 1	2948821	ENST00000376266
54536	EXOC6	10q23.33	exocyst complex component 6	3258260	ENST00000260762
54537	FAM35A	10q23.2	family with sequence similarity 35, member A	3256279	ENST00000298784
54538	ROBO4	11q24.2	roundabout homolog 4, magic roundabout (Drosophila)	3396198	ENST00000306534
54539	NDUFB11	Xp11.23	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	4007009	ENST00000276062
54541	DDIT4	10pter-q26.12	DNA-damage-inducible transcript 4	3251393	ENST00000307365
54542	RC3H2	9q34	ring finger and CCCH-type domains 2	3224366	ENST00000373670
54543	TOMM7	7p15.3	translocase of outer mitochondrial membrane 7 homolog (yeast)	2805463	ENST00000358435
54544	CRCT1	1q21	cysteine-rich C-terminal 1	2359302	ENST00000368790
54545	MTMR12	5p13.3	myotubularin related protein 12	2852274	ENST00000382142
54546	RNF186	1p36.13	ring finger protein 186	2399988	ENST00000375121
54549	SDK2	17q25.1	sidekick homolog 2 (chicken)	3770052	ENST00000392650
54550	NECAB2	16q23.3	N-terminal EF-hand calcium binding protein 2	3671552	ENST00000305202
54551	MAGEL2	15q11-q12	MAGE-like 2	3613706	NA
54552	GNL3L	Xp11.22	guanine nucleotide binding protein-like 3 (nucleolar)-like	2858752	ENST00000336470
54554	WDR5B	3q21.1	WD repeat domain 5B	2691973	ENST00000330689
54555	DDX49	19p12	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	3825446	ENST00000247003
54556	ING3	7q31	inhibitor of growth family, member 3	3021123	ENST00000315870
54557	SGTB	5q12.3	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	2859775	ENST00000381007
54558	SPATA6	1p33	spermatogenesis associated 6	2411575	ENST00000371847
54566	EPB41L4B	9q31-q32	erythrocyte membrane protein band 4.1 like 4B	3219788	ENST00000374566
54567	DLL4	15q14	delta-like 4 (Drosophila)	3590239	ENST00000249749
54581	SCAND2	15q25-q26	SCAN domain containing 2 pseudogene	3605780	NA
54583	EGLN1	1q42.1	egl nine homolog 1 (C. elegans)	2460551	ENST00000366641
54585	LZTFL1	3p21.3	leucine zipper transcription factor-like 1	2671968	ENST00000296135
54586	C9orf11	9p21	chromosome 9 open reading frame 11	3202293	ENST00000380032
54587	MXRA8	1p36.33	matrix-remodelling associated 8	2391465	ENST00000309212
54596	L1TD1	1p31.3	LINE-1 type transposase domain containing 1	2339334	ENST00000498273
54600	UGT1A9	2q37	UDP glucuronosyltransferase 1 family, polypeptide A9	2533019	ENST00000354728
54602	NDFIP2	13q31.1	Nedd4 family interacting protein 2	3495076	ENST00000218652
54606	DDX56	7p13	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56	3048749	ENST00000258772
54617	INO80	15q15.1	INO80 homolog (S. cerevisiae)	3619773	ENST00000361937
54619	CCNJ	10pter-q26.12	cyclin J	3259400	ENST00000419934
54620	FBXL19	16p11.2	F-box and leucine-rich repeat protein 19	3656635	ENST00000338343
54621	VSIG10	12q24.23	V-set and immunoglobulin domain containing 10	3473750	ENST00000359236
54622	ARL15	5p15.2	ADP-ribosylation factor-like 15	2856634	NA
54623	PAF1	19q13.1	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	3861978	ENST00000221265
54625	PARP14	3q21.1	poly (ADP-ribose) polymerase family, member 14	2639054	ENST00000474629
54626	HES2	1p36.31	hairy and enhancer of split 2 (Drosophila)	2394680	ENST00000377834
54627	KIAA1383	1q42.2	KIAA1383	2385659	ENST00000418460
54629	FAM63B	15q21.3	family with sequence similarity 63, member B	3595846	ENST00000316848
54660	PCDHB18	5q31	protocadherin beta 18 pseudogene	2832467	ENST00000274705
54661	PCDHB17	5q31	protocadherin beta 17 pseudogene	2832363	ENST00000354757
54662	TBC1D13	9q34.11	TBC1 domain family, member 13	3190737	ENST00000372648
54663	WDR74	11q12.3	WD repeat domain 74	3376235	ENST00000278856
54664	TMEM106B	7p21.3	transmembrane protein 106B	2990342	ENST00000396667
54665	RSBN1	1p13.2	round spermatid basic protein 1	2428760	ENST00000261441
54674	LRRN3	7q31.1	leucine rich repeat neuronal 3	3019158	ENST00000451085
54675	CRLS1	20p13-p12.3	cardiolipin synthase 1	3875242	ENST00000378863
54676	GTPBP2	6p21	GTP binding protein 2	2954771	ENST00000307126
54677	CROT	7q21.1	carnitine O-octanoyltransferase	3011317	ENST00000331536
54680	ZNHIT6	1p22.3	zinc finger, HIT-type containing 6	2420958	ENST00000370574
54681	P4HTM	3p21.31	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)	2621881	ENST00000343546
54682	MANSC1	12p13.2	MANSC domain containing 1	3444906	ENST00000396349
54700	RRN3	16p12	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	3681705	ENST00000198767
54704	PDP1	8q22.1	pyruvate dehyrogenase phosphatase catalytic subunit 1	3107342	ENST00000396200
54707	GPN2	1p36.11	GPN-loop GTPase 2	2402838	ENST00000374135
54708	MARCH5	10q23.32-q23.33	membrane-associated ring finger (C3HC4) 5	3258092	ENST00000358935
54714	CNGB3	8q21.3	cyclic nucleotide gated channel beta 3	3143406	ENST00000320005
54715	RBFOX1	16p13.3	RNA binding protein, fox-1 homolog (C. elegans) 1	3646613	ENST00000340209
54716	SLC6A20	3p21.3	solute carrier family 6 (proline IMINO transporter), member 20	2671936	ENST00000358525
54718	BTN2A3	6p22.1	butyrophilin, subfamily 2, member A3	2899393	ENST00000416795
54726	OTUD4	4q31.21	OTU domain containing 4	2788195	ENST00000454497
54733	SLC35F2	11q22.3	solute carrier family 35, member F2	3389976	ENST00000429869
54734	RAB39	---	RAB39, member RAS oncogene family	3347533	ENST00000320578
54737	MPHOSPH8	13q12.11	M-phase phosphoprotein 8	3480013	ENST00000361479
54738	FEV	2q36	FEV (ETS oncogene family)	2599647	ENST00000295727
54739	XAF1	17p13.1	XIAP associated factor 1	3708074	ENST00000361842
54742	LY6K	8q24.3	lymphocyte antigen 6 complex, locus K	3119213	ENST00000292430
54749	EPDR1	7p14.1	ependymin related protein 1 (zebrafish)	2997907	ENST00000199448
54751	FBLIM1	1p36.21	filamin binding LIM protein 1	2322036	ENST00000375771
54752	FNDC8	17q12	fibronectin type III domain containing 8	3718502	ENST00000158009
54756	IL17RD	3p14.3	interleukin 17 receptor D	2677853	ENST00000296318
54757	FAM20A	17q24.2	family with sequence similarity 20, member A	3768535	ENST00000226094
54758	KLHDC4	16q24.3	kelch domain containing 4	3703799	ENST00000270583
54760	PCSK4	19p13.3	proprotein convertase subtilisin/kexin type 4	3845229	ENST00000300954
54762	GRAMD1C	3q13.31	GRAM domain containing 1C	2636626	ENST00000358160
54763	ROPN1	3q21.1	ropporin, rhophilin associated protein 1	2692640	ENST00000405845
54764	ZRANB1	10q26.13	zinc finger, RAN-binding domain containing 1	3269328	ENST00000359653
54765	TRIM44	11p13	tripartite motif-containing 44	3326842	ENST00000299413
54766	BTG4	11q23	B-cell translocation gene 4	3390949	ENST00000356018
54768	HYDIN	16q22.2	hydrocephalus inducing homolog (mouse)	3697434	ENST00000393567
54769	DIRAS2	9q22.2	DIRAS family, GTP-binding RAS-like 2	3214227	ENST00000375765
54776	PPP1R12C	19q13.42	protein phosphatase 1, regulatory (inhibitor) subunit 12C	3871043	ENST00000263433
54777	C10orf92	10q26.3	chromosome 10 open reading frame 92	3314630	NA
54778	RNF111	15q21	ring finger protein 111	3595909	ENST00000348370
54780	NSMCE4A	10q26.13	non-SMC element 4 homolog A (S. cerevisiae)	3310479	ENST00000369023
54784	ALKBH4	7q22.1	alkB, alkylation repair homolog 4 (E. coli)	3065007	ENST00000292566
54785	C17orf59	17p13.1	chromosome 17 open reading frame 59	3744254	ENST00000389017
54788	DNAJB12	10q22.1	DnaJ (Hsp40) homolog, subfamily B, member 12	3293963	ENST00000338820
54790	TET2	4q24	tet oncogene family member 2	2738146	ENST00000305737
54793	KCTD9	8p21.1	potassium channel tetramerisation domain containing 9	3128372	ENST00000221200
54795	TRPM4	19q13.33	transient receptor potential cation channel, subfamily M, member 4	3838317	ENST00000252826
54796	BNC2	9p22.2	basonuclin 2	3200040	ENST00000380672
54797	MED18	1p35.3	mediator complex subunit 18	2327418	ENST00000373842
54798	DCHS2	4q31.3	dachsous 2 (Drosophila)	2790486	ENST00000357232
54799	MBTD1	17q21.33	mbt domain containing 1	3762625	ENST00000405860
54800	KLHL24	3q27.1	kelch-like 24 (Drosophila)	2655113	ENST00000454652
54801	HAUS6	9p22.1	HAUS augmin-like complex, subunit 6	3200611	ENST00000380502
54802	TRIT1	1p34.2	tRNA isopentenyltransferase 1	2408111	ENST00000316891
54805	CNNM2	10q24.32	cyclin M2	3261971	ENST00000457502
54806	AHI1	6q23.3	Abelson helper integration site 1	2975385	ENST00000457866
54807	ZNF586	19q13.43	zinc finger protein 586	3843525	ENST00000396154
54808	DYM	18q21.1	dymeclin	3807370	ENST00000269445
54809	SAMD9	7q21.2	sterile alpha motif domain containing 9	3061438	ENST00000379958
54810	GIPC2	1p31.1	GIPC PDZ domain containing family, member 2	2343334	ENST00000370759
54811	ZNF562	19p13.2	zinc finger protein 562	3849549	ENST00000453372
54812	AFTPH	2p14	aftiphilin	2485433	ENST00000238855
54813	KLHL28	14q21.2	kelch-like 28 (Drosophila)	3562671	ENST00000396128
54814	QPCTL	19q13.32	glutaminyl-peptide cyclotransferase-like	3836432	ENST00000012049
54815	GATAD2A	19p13.11	GATA zinc finger domain containing 2A	3825713	ENST00000360315
54816	ZNF280D	15q21.3	zinc finger protein 280D	3625823	ENST00000396250
54819	ZCCHC10	5q31.1	zinc finger, CCHC domain containing 10	2875634	ENST00000324170
54820	NDE1	16p13.11	nudE nuclear distribution gene E homolog 1 (A. nidulans)	3649811	ENST00000396355
54821	ERCC6L	Xq13.1	excision repair cross-complementing rodent repair deficiency, complementation group 6-like	4012142	ENST00000334463
54822	TRPM7	15q21	transient receptor potential cation channel, subfamily M, member 7	3623771	ENST00000313478
54823	C1orf26	1q25	chromosome 1 open reading frame 26	2371738	ENST00000367500
54825	CDHR2	5q35.2	cadherin-related family member 2	2842624	ENST00000510636
54826	GIN1	5q21.1	gypsy retrotransposon integrase 1	2869275	ENST00000399004
54827	FAM55D	11q23.2	family with sequence similarity 55, member D	3392091	ENST00000375478
54828	BCAS3	17q23	breast carcinoma amplified sequence 3	3729569	ENST00000390652
54829	ASPN	9q22	asporin	3214845	ENST00000375544
54830	NUP62CL	Xq22.3	nucleoporin 62kDa C-terminal like	4017281	ENST00000372466
54831	BEST2	19p13.2	bestrophin 2	3821869	ENST00000042931
54832	VPS13C	15q22.2	vacuolar protein sorting 13 homolog C (S. cerevisiae)	3627929	ENST00000261517
54834	GDAP2	1p12	ganglioside induced differentiation associated protein 2	2430370	ENST00000369442
54836	BSPRY	9q32	B-box and SPRY domain containing	3185593	ENST00000374183
54838	C10orf26	10q24.32	chromosome 10 open reading frame 26	3261886	ENST00000369889
54839	LRRC49	15q23	leucine rich repeat containing 49	3600212	ENST00000260382
54840	APTX	9p13.3	aprataxin	3203311	ENST00000379825
54841	BIVM	13q33.1	basic, immunoglobulin-like variable motif containing	3499585	ENST00000257336
54842	MFSD6	2q32.2	major facilitator superfamily domain containing 6	2520138	ENST00000392328
54843	SYTL2	11q14	synaptotagmin-like 2	3385042	ENST00000354566
54845	ESRP1	8q22.1	epithelial splicing regulatory protein 1	3107548	ENST00000433389
54847	SIDT1	3q13.2	SID1 transmembrane family, member 1	2636483	ENST00000264852
54848	ARHGEF38	4q24	Rho guanine nucleotide exchange factor (GEF) 38	2738244	ENST00000265154
54849	DEF8	16q24.3	differentially expressed in FDCP 8 homolog (mouse)	3674559	ENST00000268676
54850	FBXL12	19p13.2	F-box and leucine-rich repeat protein 12	3849865	ENST00000247977
54851	ANKRD49	11q21	ankyrin repeat domain 49	3345107	ENST00000302755
54852	PAQR5	15q23	progestin and adipoQ receptor family member V	3599758	ENST00000340965
54853	WDR55	5q31.3	WD repeat domain 55	2831619	ENST00000358337
54854	FAM83E	19q13.33	family with sequence similarity 83, member E	3867195	ENST00000263266
54855	FAM46C	1p12	family with sequence similarity 46, member C	2353988	ENST00000369448
54856	GON4L	1q22	gon-4-like (C. elegans)	2437645	ENST00000271883
54857	GDPD2	Xq13.1	glycerophosphodiester phosphodiesterase domain containing 2	3980614	ENST00000374382
54858	PGPEP1	19p13.11	pyroglutamyl-peptidase I	3824963	ENST00000269919
54859	C3orf75	3p21.31	chromosome 3 open reading frame 75	2672774	ENST00000296149
54860	MS4A12	11q12	membrane-spanning 4-domains, subfamily A, member 12	3332424	ENST00000016913
54861	SNRK	3p22.1	SNF related kinase	2619666	ENST00000296088
54862	CC2D1A	19p13.12	coiled-coil and C2 domain containing 1A	3822444	ENST00000318003
54865	GPATCH4	1q22	G patch domain containing 4	2438344	ENST00000368232
54866	PPP1R14D	15q15.1	protein phosphatase 1, regulatory (inhibitor) subunit 14D	3619690	ENST00000299174
54867	TMEM214	2p23.3	transmembrane protein 214	2474105	ENST00000238788
54868	TMEM104	17q25.1	transmembrane protein 104	3734479	ENST00000335464
54869	EPS8L1	19q13.42	EPS8-like 1	3841949	ENST00000201647
54870	QRICH1	3p21.31	glutamine-rich 1	2673902	ENST00000357496
54872	PIGG	4p16.3	phosphatidylinositol glycan anchor biosynthesis, class G	2714025	ENST00000310340
54873	PALMD	1p22-p21	palmdelphin	2348569	ENST00000263174
54874	FNBP1L	1p22.1	formin binding protein 1-like	2347132	ENST00000370256
54875	CNTLN	9p22.2	centlein, centrosomal protein	3163728	ENST00000380647
54876	DCAF16	4p15.31	DDB1 and CUL4 associated factor 16	2762468	ENST00000382247
54877	ZCCHC2	18q21.33	zinc finger, CCHC domain containing 2	3791341	ENST00000269499
54878	DPP8	15q22	dipeptidyl-peptidase 8	3629698	ENST00000341861
54879	ST7L	1p13.2	suppression of tumorigenicity 7 like	2428313	ENST00000358039
54880	BCOR	Xp11.4	BCL6 corepressor	4005392	ENST00000378444
54881	TEX10	9q31.1	testis expressed 10	3217807	ENST00000374902
54883	CWC25	17q12	CWC25 spliceosome-associated protein homolog (S. cerevisiae)	3755396	ENST00000225428
54884	RETSAT	2p11.2	retinol saturase (all-trans-retinol 13,14-reductase)	2562233	ENST00000295802
54885	TBC1D8B	Xq22.3	TBC1 domain family, member 8B (with GRAM domain)	3986291	ENST00000357242
54886	LPPR1	9q31.1	lipid phosphate phosphatase-related protein type 1	3182310	ENST00000374874
54887	UHRF1BP1	6p21	UHRF1 binding protein 1	2904270	ENST00000192788
54888	NSUN2	5p15.31	NOP2/Sun domain family, member 2	2847292	ENST00000264670
54890	ALKBH5	17p11.2|17p11.2	alkB, alkylation repair homolog 5 (E. coli)	3713093	ENST00000399138
54891	INO80D	2q33.3	INO80 complex subunit D	2596162	ENST00000403263
54892	NCAPG2	7q36.3	non-SMC condensin II complex, subunit G2	3082181	ENST00000409423
54893	MTMR10	15q13.3	myotubularin related protein 10	3615985	ENST00000435680
54894	RNF43	17q22	ring finger protein 43	3764399	ENST00000407977
54896	PQLC2	1p36.13	PQ loop repeat containing 2	2323603	ENST00000375153
54897	CASZ1	1p36.22	castor zinc finger 1	2396201	ENST00000377022
54898	ELOVL2	6p24.2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	2941721	ENST00000354666
54899	PXK	3p14.3	PX domain containing serine/threonine kinase	2626167	ENST00000356151
54900	LAX1	1q32.1	lymphocyte transmembrane adaptor 1	2375795	ENST00000367217
54901	CDKAL1	6p22.3	CDK5 regulatory subunit associated protein 1-like 1	2897635	ENST00000378610
54902	TTC19	17p12	tetratricopeptide repeat domain 19	3711899	ENST00000261647
54903	MKS1	17q22	Meckel syndrome, type 1	3764199	ENST00000393119
54904	WHSC1L1	8p11.2	Wolf-Hirschhorn syndrome candidate 1-like 1	3131916	ENST00000317025
54905	CYP2W1	7p22.3	cytochrome P450, family 2, subfamily W, polypeptide 1	2986951	ENST00000308919
